商品长编码,体积（立方米）(WMS),商品名称,商品类型,商品剂型,规格,单位,装箱数,珠海仓码托数
A.A.01.03.AA010306AB,0,汤臣倍健鱼油软胶囊 (40粒*3) 送维C(甜橙味)升级版(30片×2)礼盒装,产品,礼盒,（1000mg/粒*40粒/瓶*3瓶+780mg/片*30片/瓶*2瓶）/盒,盒,1,
A.A.01.07.AA010714AH,0,汤臣倍健蜂胶软胶囊60粒*2优惠装升级版,产品,礼盒,500mg/粒*60粒/瓶 *2瓶/盒,盒,1,
D.B.03.DB03230-01,0,维满C便携试吃装升级版纸箱,产品,其他,390mm*325mm*230mm,个,1,
A.A.001.AA0010015,0.000511,汤臣倍健红景天西洋参绿茶袋泡茶（10袋）,产品,其他,2g/袋*10袋/盒,盒,60,30
A.A.01.07.AA010756J,0.000688,汤臣倍健褪黑素片（牛奶味）彩盒装升级版（90片）,产品,片剂,350mg/片*90片/瓶*1瓶/盒,盒,36,54
C.02.CA02698,0,浓缩桃清汁,产品,其他,,公斤,1,1
D.A.02.DA02517-01,0,汤臣倍健红景天西洋参绿茶袋泡茶（2g/袋）-铝箔,产品,其他,,公斤,1,
A.A.01.01.AA010189E,0.00034,汤臣倍健B族维生素片（成人）电商专供小包装升级版（30片）,产品,片剂,370mg/片*30片/瓶,瓶,96,42
A.A.01.13.AA011301G,0.00065,鱼堡鱼油软胶囊电商专供升级版（100粒）,产品,软胶囊,1000mg/粒*100粒/瓶,瓶,96,20
D.A.05.DA05696-01,0,舒百宁纳豆红曲胶囊盒装（42粒）-彩盒,产品,其他,,个,1,
E.A.01.03.EA010309K-01,0,舒百宁纳豆红曲胶囊盒装（42粒）-标签,产品,其他,,张,1,
B.A.04.BA04346,0,汤臣倍健红景天西洋参绿茶袋泡茶-袋装,产品,其他,2g/袋,袋,1,1
E.A.01.01.EA010193G-01,0,汤臣倍健维生素C片(橙子味)电商专供小包装升级版(30片)-标签,产品,其他,,张,1,
E.A.01.13.EA011301G-01,0,鱼堡鱼油软胶囊电商专供升级版（100粒）-标签,产品,其他,,张,1,
A.A.01.03.AA010309K,0.000657,舒百宁纳豆红曲胶囊（42粒）彩盒装,产品,硬胶囊,325mg/粒*42粒/瓶*1瓶/盒,盒,36,54
D.A.03.DA03614-09,0,天然博士益生菌固体饮料（100亿，B）盒装（20袋）彩盒,产品,其他,82mm×68mm×137mm ,个,1,
D.A.02.DA02181-06,0,天然博士益生菌固体饮料（100亿，B）（1g/袋）铝箔,产品,粉剂,--,公斤,1,
D.B.03.DB03050-01,0,汤臣倍健Yep胶原蛋白肽嘭嘭蓝莓软糖（60粒）电商装-纸箱,产品,其他,待定,个,1,
C.01.CA01942,0,牛初乳粉,产品,粉剂,,公斤,1,1
F.A.39.FA39534,0,汤臣倍健复合蛋白粉固体饮料420gx2自组外盒-内托,产品,其他,,个,1,1
D.A.05.DA05694-01,0,汤臣倍健复合蛋白粉固体饮料礼盒（300g×2）-礼盒,产品,其他,,个,1,
D.A.01.DA01191B,0,120ml白色圆瓶B（HDPE）,产品,其他,,个,1,
D.B.03.DB03229-01,0,汤臣倍健蛋白粉通用纸箱-A,产品,其他,,个,1,
E.A.01.01.EA010171D-01,0,汤臣倍健多种维生素矿物质片（孕妇乳母）升级版（90片，盒装）-标签,产品,其他,,张,1,
D.A.01.DA01194B,0,500ml白色圆瓶B（HDPE）,产品,其他,,个,1,
D.A.05.DA05691-01,0,汤臣倍健多种维生素矿物质片（孕妇乳母）升级版（90片，盒装）-彩盒,产品,其他,,个,1,
A.A.01.01.AA010171D,0.000678,汤臣倍健多种维生素矿物质片（孕妇乳母）升级版（90片，盒装）,产品,片剂,1.24g/片*90片/瓶*1瓶/盒,盒,36,54
A.A.001.AA0010002J,0,汤臣倍健复合蛋白粉固体饮料（600g）,产品,粉剂,600g/罐,罐,1,
D.B.03.DB03224-01,0,汤臣倍健复合蛋白粉固体饮料（300g）-纸箱,产品,其他,,个,1,
D.A.01.DA01193B,0,250ml白色圆瓶B（HDPE）,产品,其他,,个,1,
A.A.001.AA0010002H,0,汤臣倍健复合蛋白粉固体饮料（300g）,产品,粉剂,300g/罐,罐,1,
D.A.05.DA05695-01,0,汤臣倍健复合蛋白粉固体饮料礼盒（300g×2）-内托,产品,其他,,个,1,
A.A.01.04.AA010426F,0.000404,汤臣倍健铁叶酸片升级版（60片）,产品,片剂,500mg/片*60片/瓶,瓶,96,34
F.A.39.FA39531,0,健安适客情礼盒——纸内托,产品,其他,张,张,1,1
D.B.03.DB03225-01,0,蛋白粉D503罐通用纸箱,产品,其他,,个,1,
F.A.39.FA39524,0.00144,天然博士定制妈咪包,产品,其他,,个,100,6
D.A.01.DA01496-01,0,汤臣倍健复合蛋白粉固体饮料（600g）-铁罐,产品,其他,503#罐型,个,1,
A.A.001.AA0010002K,0,汤臣倍健复合蛋白粉固体饮料礼盒（300g×2）,产品,粉剂,300g/罐*2罐/盒,盒,1,
D.A.01.DA01122A,0,48mm三色盖R,产品,其他,,个,1,
F.A.39.FA39530,0.001428,健力多24年38节电商定制丝巾礼盒,产品,其他,,盒,20,36
E.A.01.01.EA010171E-01,0,汤臣倍健多种维生素矿物质片（孕妇乳母）升级版（60片，本品不单独销售）-标签,产品,其他,,张,1,
A.A.01.01.AA010171E,0,汤臣倍健多种维生素矿物质片（孕妇乳母）升级版（60片，本品不单独销售）,产品,片剂,1.24g/片*60片/瓶,瓶,1,
B.A.06.BA06638,0,汤臣倍健复合蛋白粉固体饮料（300g）-罐装,产品,粉剂,300g/罐,罐,1,1
E.A.01.04.EA010426F-01,0,汤臣倍健铁叶酸片升级版（60片）-标签,产品,其他,,张,1,
D.A.01.DA01192B,0,150ml白色圆瓶B（HDPE）,产品,其他,,个,1,
D.A.01.DA01121A,0,40mm三色盖R,产品,其他,,个,1,
D.A.01.DA01495-01,0,汤臣倍健复合蛋白粉固体饮料（300g）-铁罐,产品,其他,300g/罐,个,1,
F.A.39.FA39532,0.00021,健安适客情礼盒——EPE填充物,产品,其他,个,个,310,16
F.A.39.FA39533,0,Yep蓝莓叶黄素唯品会专供礼盒【白色内托】,产品,其他,,个,1,1
F.A.39.FA39514,0.002425,宫里的世界 御花园四季香氛本册 秋_银杏叶,产品,其他,待定,件,50,12
F.A.39.FA39526,0.011848,乐迪拉杆包套装(型号500007),产品,其他,,个,24,6
D.B.02.DB02784-01,0,天然博士DHA藻油系列营养仓封口膜,产品,其他,,公斤,1,
D.B.03.DB03228-01,0,倍儿健纸筒通用纸箱3,产品,其他,,个,1,
D.A.01.DA01489-01,0,天然博士营养仓1号（165mlPP瓶）绿色,产品,其他,,个,1,
D.B.02.DB02782-01,0,封口贴（三角形湿压纸膜自动化）,产品,其他,,个,1,
F.A.39.FA39520,0.009744,宫里的世界 宫廷御膳珐琅火锅抱枕,产品,其他,待定,件,12,16
E.A.01.07.EA010758A-01,0,汤臣倍健辅酶Q10软胶囊电商专供彩盒装升级版（90粒）-标签,产品,其他,,张,1,
A.A.01.07.AA010733M,0.000336,汤臣倍健褪黑素片电商专供升级版（30片）,产品,片剂,400mg/片*30片/瓶,瓶,96,42
E.A.01.07.EA010729L-01,0,汤臣倍健左旋肉碱茶多酚荷叶片电商专供升级版（40片）-标签,产品,其他,,张,1,
F.A.39.FA39523,0.004,天然博士定制浴巾,产品,其他,,条,30,7
A.A.01.07.AA010733N,0.00039,汤臣倍健褪黑素片电商专供升级版（90片）,产品,片剂,400mg/片 * 90片/瓶,瓶,96,34
F.A.39.FA39518,0.0008,宫里的世界 赚钱龙挂件把件 999足金0.02g,产品,其他,待定,件,30,36
F.A.39.FA39512,0.002333,宫里的世界&NONOO 宫廷御猫保温杯,产品,其他,待定,件,24,28
D.B.02.DB02786-01,0,天然博士DHA藻油凝胶糖果儿童型（30粒）-瓶装封套,产品,其他,,个,1,
A.A.01.07.AA010758A,0,汤臣倍健辅酶Q10软胶囊电商专供彩盒装升级版（90粒）,产品,软胶囊,400mg/粒*90粒/瓶*1瓶/盒,盒,1,
A.A.01.07.AA010729L,0.000386,汤臣倍健左旋肉碱茶多酚荷叶片电商专供升级版（40片）,产品,其他,1220mg/片*40片/瓶,瓶,96,34
F.A.39.FA39525,0.00357,超级飞侠3D打印笔(型号168),产品,其他,,支,24,4
E.A.01.07.EA010733N-01,0,汤臣倍健褪黑素片电商专供升级版（90片）-标签,产品,其他,,张,1,
A.A.24.01.AA240103C,0,维满C维生素C咀嚼片（西柚味）（60片） 瓶装,产品,片剂,780mg/片*60片/瓶,瓶,1,
D.A.05.DA05693-01,0,汤臣倍健辅酶Q10软胶囊电商专供彩盒装升级版（90粒）-彩盒,产品,其他,,个,1,
F.A.39.FA39516,0.000248,宫里的世界 石英岩翡翠花花手串,产品,其他,待定,件,100,30
E.A.01.07.EA010733M-01,0,汤臣倍健褪黑素片电商专供升级版（30片）-标签,产品,其他,,张,1,
A.A.01.01.AA010135B,0.000393,汤臣倍健富硒酵母片电商专供升级版（60片）,产品,片剂,400mg/片×60片/瓶,瓶,96,42
D.A.01.DA01490-01,0,天然博士营养仓2号（245mlPP瓶）绿色,产品,其他,,个,1,
F.A.39.FA39519,0.0006,宫里的世界 转运龙红绳手链 999足金0.03g,产品,其他,待定,件,5,50
F.A.39.FA39515,0.00048,宫里的世界 真有福气葫芦紫水晶单圈手链,产品,其他,待定,件,50,30
F.A.39.FA39513,0.0018,宫里的世界 宫廷御玺-火漆章,产品,其他,待定,件,10,50
D.B.02.DB02785-01,0,天然博士营养仓2号（245mlPP瓶）封口膜,产品,其他,,公斤,1,
F.A.39.FA39517,0.000446,宫里的世界 菩提猫爪手机链,产品,其他,待定,件,200,20
E.A.01.01.EA010135B-01,0,汤臣倍健富硒酵母片电商专供升级版（60片）-标签,产品,其他,,张,1,
F.A.39.FA39528,0,byhealth渠道暖心贴,产品,其他,,张,1,1
F.A.39.FA39522,0,Yep蓝莓叶黄素酯糖果片礼盒（4瓶装）,产品,其他,4瓶/盒（50片/瓶*2，60片/瓶*2）,盒,1,1
F.A.39.FA39529,0,新办公楼IT网络设备,产品,其他,,批,1,1
F.A.39.FA39521,0.003376,汤臣倍健爱与拥抱礼盒包装纸箱,产品,其他,待定,个,10,48
C.01.CA01941,0,浓缩山楂清汁,产品,其他,200kg/桶,公斤,1,1
D.B.03.DB03223-01,0,汤臣倍健Yep胶原蛋白肽果味饮料（10瓶装）-10盒片式纸箱,产品,其他,,个,1,
C.01.CA01940,0,副干酪乳酪杆菌GM080,产品,其他,1000亿cfu/g,公斤,1,1
F.A.39.FA39507,0,钙达种子卡,产品,其他,,张,1,1
F.A.39.FA39504,0,钙达品牌礼盒（赠盒）,产品,其他,,个,1,1
C.01.CA01938,0,杭菊提取物（固体饮料）,产品,其他,,公斤,1,1
D.A.01.DA01492-01,0,40mm蒂芬妮蓝色三色盖（LDPE）,产品,其他,,个,1,
D.A.01.DA01491-01,0,150ml蒂芬妮蓝色圆瓶（HDPE）,产品,其他,,个,1,
D.A.05.DA05692-01,0,Life-Space 益生菌压片糖果（100亿，Y）（30片）-彩盒,产品,其他,,个,1,
B.A.04.BA04345,0,Life-Space益生菌固体饮料（400亿，A）,产品,粉剂,1g/袋,袋,1,1
E.A.06.01.EA060102CK-01,0,健力多氨糖软骨素钙片电商专供装（140片）-瓶签,产品,其他,,张,1,
B.A.06.BA06637,0,健力多氨糖软骨素钙片电商专供装（140片）-瓶装,产品,片剂,1.02g/片*140片/瓶,片,1,
F.A.39.FA39511,0,钙达品牌手册,产品,其他,,张,1,1
F.A.39.FA39508,0,钙达挑战卡,产品,其他,,张,1,1
D.A.05.DA05689-01,0,Life-Space益生菌固体饮料（400亿，A）（8袋，电商专供）-彩盒,产品,其他,,个,1,
A.A.023.AA0230006,0.000302,Life-Space益生菌固体饮料（400亿，A）（8袋，电商专供）,产品,粉剂,1g/袋*8袋/盒,盒,96,40
C.01.CA01939,0,（3R，3'S）-二羟基-β-胡萝卜素（5%）,产品,其他,,公斤,1,1
A.F.01.01.AF010129,0,BYHEALTH龙年礼盒（BYHEALTH奶蓟草护肝片120片*1、BYHEALTH辅酶Q10 60片*1）,产品,礼盒,,盒,1,
F.A.39.FA39509,3.50E-05,钙达PH试纸,产品,其他,,个,700,40
D.A.01.DA01493-01,0,120ml蒂芬妮蓝色圆瓶（HDPE）,产品,其他,,个,1,
F.A.39.FA39506,0,钙达京东电商专供礼盒（赠盒）,产品,其他,,个,1,1
F.A.39.FA39503,0,38节周深定制款语音冰箱贴,产品,其他,,个,1,1
A.A.023.AA0230006A,0.000854,Life-Space益生菌固体饮料（400亿，A）（20袋）,产品,粉剂,1g/袋*20袋/盒,盒,24,54
A.A.16.01.AA160127B,0.001109,Life-Space 益生菌压片糖果（100亿，Y）（30片）,产品,片剂,1.5g/片×1片/袋×30袋/盒,盒,32,36
F.A.39.FA39510,0.000523,钙达野餐垫,产品,其他,,个,200,10
D.B.03.DB03227-01,0,Life-Space 益生菌压片糖果（100亿，Y）（30片）-纸箱,产品,其他,,个,1,
F.A.39.FA39505,0.00087,钙达达人专供礼盒（赠盒）,产品,其他,,个,100,12
D.B.03.DB03029-01,0,积分礼品纸箱215*165*175mm,产品,,215*165*175mm ,个,1,
D.A.02.DA02516-01,0,Life-Space益生菌固体饮料（400亿，A）（1g/袋）- 铝箔,产品,其他,,公斤,1,
D.A.05.DA05690-01,0,Life-Space益生菌固体饮料（400亿，A）（20袋）-彩盒,产品,其他,,个,1,
F.A.39.FA39499,0,维满C定制发光镜,产品,其他,,个,1,1
D.A.05.DA05186-03,0,汤臣倍健钙维生素D维生素K软胶囊（100粒×2）优惠装彩盒,产品,其他,190mm×150mm×73mm,个,1,
F.A.39.FA39502,0,汤臣倍健多维全家唯品会专供礼盒,产品,其他,盒,盒,1,1
D.A.04.DA04444-02,0,汤臣倍健钙维生素D维生素K软胶囊（100粒×2）优惠装内托,产品,其他,190mm×150mm×73mm,个,1,
F.A.39.FA39500,0,维满C定制色卡,产品,其他,,个,1,1
F.A.39.FA39501,0,维满C维生素C+E烟酰胺耐力运动营养片组合装外盒,产品,其他,,个,1,1
D.B.04.DB040062-01,0,清好牌清畅胶囊（60粒，非卖品）,产品,其他,/,张,1,
F.A.39.FA39498,0.512,维满C熊猫人偶,产品,其他,,个,1,1
B.A.01.BA01359,0,牛乳高钙压片糖果（1.4g/片）,产品,片剂,1.4g/片,片,1,1
E.A.01.01.EA010168H-01,0,汤臣倍健钙铁锌咀嚼片60片（无69码）-瓶签,产品,其他,,张,1,
E.A.008.EA0080005-02,0,健力多灵芝孢子油软胶囊（60粒）-标签,产品,其他,156mm*69mm,张,1,
C.01.CA01935,0,南非醉茄提取物（withania somnifera）,产品,其他,,公斤,1,1
B.A.06.BA06636,0,汤臣倍健钙铁锌咀嚼片60片（无69码）-瓶装,产品,片剂,1.5g/片 *60片,瓶,1,1
C.01.CA01936,0,香蕉雄花提取物（Banana Stamen Extract Powder）,产品,其他,,公斤,1,1
E.A.062.EA0620001-01,0,钙达牛乳高钙压片糖果（60片）-标签,产品,其他,,张,1,
D.B.02.DB02783-01,0,40mm白色透明封口签（无防盗）,产品,其他,,个,1,
D.A.05.DA05688-01,0,汤臣倍健钙铁锌咀嚼片礼盒装（60片*2）-礼盒,产品,其他,,个,1,
A.A.030.AA0300002H,0.000679,健安适水飞蓟葛根丹参片新升级彩盒装（48片）,产品,片剂,800mg/片*48片/瓶*1瓶/盒,盒,36,54
D.A.05.DA05687-01,0,健安适水飞蓟葛根丹参片新升级彩盒装（48片）彩盒,产品,其他,,个,1,
B.A.06.BA06635,0,健安适水飞蓟葛根丹参片新升级彩盒装（48片）瓶装,产品,片剂,800mg/片*48片/瓶,瓶,1,1
C.01.CA01937,0,胱氨酸（L-CYSTINE）,产品,其他,,公斤,1,1
A.A.062.AA0620001,0.000374,钙达牛乳高钙压片糖果（60片）,产品,片剂,1.4g/片*60片/瓶,瓶,96,42
E.A.030.EA0300002H-01,0,健安适水飞蓟葛根丹参片新升级彩盒装（48片）标签,产品,其他,,张,1,
A.A.01.01.AA010168H,0,汤臣倍健钙铁锌咀嚼片礼盒装（60片*2）,产品,礼盒,1.5g/片*60片/瓶*2瓶/盒,盒,1,
C.01.CA01932,0,大豆肽粉（DCP）,产品,粉剂,DCP,公斤,1,1
C.02.CA02696,0,降苦液体香精（QR190305）,产品,其他,,公斤,1,1
C.01.CA01930,0,水解乳清蛋白粉（HWP305）,产品,粉剂,HWP305,公斤,1,1
C.01.CA01934,0,黍米提取液（KERANAT）,产品,其他,,公斤,1,1
C.01.CA01933,0,苹果粉（苹果多酚）,产品,粉剂,,公斤,1,1
C.02.CA02695,0,甜感增强液体香精（2D-1955）,产品,其他,,公斤,1,1
F.A.39.FA39495,0.0096,健力多金氨糖（10盒）24年38节电商礼盒,产品,其他,,个,8,12
F.A.39.FA39489,0,健力多金氨糖40片（3盒+3瓶）唯品电商内托,产品,其他,,个,1,1
C.01.CA01931,0,清蛋白多肽粉（白蛋白肽）,产品,粉剂,/,公斤,1,1
F.A.39.FA39490,0,汤臣倍健多维男女士多种维生素矿物质片京东专供礼盒,产品,其他,盒,盒,1,1
C.02.CA02697,0,树莓味液体香精（2D-1952）,产品,其他,,公斤,1,1
F.A.39.FA39491,0,植物蛋600g+植物蛋200g+植物蛋150g自组外盒,产品,其他,,个,1,1
F.A.39.FA39493,0,小金罐420g*2自组外盒,产品,其他,,个,1,1
A.A.01.06.AA010604H,0.000396,汤臣倍健番茄红素维生素E软胶囊升级装（60粒）,产品,软胶囊,500mg/粒*60粒/瓶,瓶,96,34
F.A.39.FA39497,0,HIGHFLEX绿氨糖（120片x2盒）电商内托,产品,其他,,个,1,1
F.A.39.FA39488,0,健安适齐白石礼盒配套珍珠棉（日常版）,产品,其他,,个,1,1
F.A.39.FA39496,0,HIGHFLEX绿氨糖（60片x5瓶）电商内托,产品,其他,,个,1,1
F.A.39.FA39487,0,健安适齐白石礼盒配套珍珠棉（旗舰版）,产品,其他,,个,1,1
E.A.01.06.EA010604H-01,0,汤臣倍健番茄红素维生素E软胶囊升级装（60粒）-瓶签,产品,其他,,张,1,
F.A.39.FA39492,0,唯品会自组礼盒（植物蛋600g+植物蛋200g+植物蛋150g）-内托,产品,其他,,个,1,1
D.A.05.DA05681-01,0,倍儿健益生菌固体饮料（草莓味）（20袋）纸筒,产品,其他,,个,1,
D.A.05.DA05683T-01,0,倍儿健乳铁蛋白调制乳粉（牛奶味）（20袋）纸筒盖,产品,其他,,个,1,
F.A.39.FA39484,0,Yep高光6g2盒装定制唯品封套,产品,其他,,个,1,1
D.A.05.DA05682-01,0,倍儿健蓝莓叶黄素酯饮（混合莓果味）(15袋)纸筒,产品,其他,,个,1,
D.A.05.DA05681T-01,0,倍儿健益生菌固体饮料（草莓味）（20袋）纸筒盖,产品,其他,,个,1,
D.A.05.DA05682T-01,0,倍儿健蓝莓叶黄素酯饮（混合莓果味）（15袋）纸筒盖,产品,其他,,个,1,
D.A.05.DA05683-01,0,倍儿健乳铁蛋白调制乳粉（牛奶味）（20袋）纸筒,产品,其他,,个,1,
B.A.04.BA04344,0,"Life-Space Slimu益生菌固体饮料(260亿升级款, S)",产品,粉剂,1g/袋,袋,1,1
F.A.39.FA39476,0,Yep定制嘭嘭杯-24年,产品,其他,,个,1,1
A.A.023.AA0230005A,0.000738,"Life-Space Slimu益生菌固体饮料(260亿升级款, S) 10袋",产品,粉剂,1g/袋*10袋/盒,盒,48,40
A.A.023.AA0230005,0,"Life-Space Slimu益生菌固体饮料(260亿升级款, S) 20袋",产品,粉剂,1g/袋*20袋/盒,盒,20,1
F.A.39.FA39486,0,汤臣倍健38女王节定制充电宝,产品,其他,,个,1,1
F.A.39.FA39477,0,Yep定制野餐垫-24年,产品,其他,,个,1,1
F.A.39.FA39485,0,汤臣倍健38女王节定制云朵包,产品,其他,以实际为准,个,1,1
D.A.05.DA05680-01,0,"Life-Space Slimu益生菌固体饮料(260亿升级款, S) 10袋 -彩盒",产品,其他,,个,1,
D.A.05.DA05651-01,0,"Life-Space Slimu益生菌固体饮料(260亿升级款, S) 20袋 -彩盒",产品,其他,,个,1,
D.A.02.DA02514-01,0,"Life-Space Slimu益生菌固体饮料(260亿升级款, S) -铝箔",产品,其他,,公斤,1,
F.A.39.FA39478,0,Yep定制帐篷-24年,产品,其他,,个,1,1
F.A.39.FA39483,0,500ml*3-内托,产品,其他,500ml*3内托,个,1,1
D.B.03.DB03222-01,0,汤臣倍健(250ml瓶x2)礼盒装通用纸箱,产品,其他,,个,1,
F.A.39.FA39482,0,汤臣倍健复合蛋白粉固体饮料-璀璨金“深”女神节限定礼盒,产品,其他,,个,1,1
F.A.39.FA39479,0.0091,春季补钙靠垫,产品,其他,,个,10,12
F.A.39.FA39480,0.00105,春季补钙雨伞,产品,其他,,把,50,24
A.A.01.07.AA010737B,0.00034,Yep蓝莓叶黄素酯糖果片（50片）,产品,片剂,550mg/片*50片/瓶,瓶,96,42
F.A.39.FA39481,0,汤臣倍健DHA藻油软胶囊新年礼盒（30粒×2）-内托,产品,其他,,个,1,1
E.A.01.07.EA010737B-01,0,Yep蓝莓叶黄素酯糖果片（50片）-标签,产品,其他,,张,1,
F.A.39.FA39469,0,健力多金氨糖（8盒）京东24年日常电商礼盒,产品,其他,,个,1,1
F.A.39.FA39474,3.00E-06,蛋白粉贴纸-原料优 大豆,产品,其他,,张,10000,40
F.A.39.FA39471,0,声生不息贴纸-健力多,产品,其他,,张,1,1
F.A.39.FA39465,0,健力多金氨糖（8盒）日常电商内托,产品,其他,,个,1,1
F.A.39.FA39466,0,健力多金氨糖（6瓶）电商内托,产品,其他,,个,1,1
F.A.39.FA39473,3.00E-06,蛋白粉贴纸-消化率高,产品,其他,,张,10000,40
F.A.39.FA39475,3.00E-06,蛋白粉贴纸-原料优 乳清,产品,其他,,张,10000,40
F.A.39.FA39470,3.00E-06,蛋白粉贴纸-含量高,产品,其他,,张,10000,40
F.A.39.FA39463,0,BYHEALTH辅酶Q10中文暖心贴,产品,其他,BYHEALTH辅酶Q10中文暖心贴,张,1,1
F.A.39.FA39472,0,声生不息贴纸-健安适,产品,其他,,张,1,1
F.A.39.FA39468,0.001655,健力多电商金氨糖（5瓶）电商内托,产品,其他,,个,60,12
F.A.39.FA39464,0,健力多电商金氨糖（4盒）+钙D30片（2瓶）电商内托,产品,其他,,个,1,1
F.A.39.FA39467,0,健力多电商金氨糖（4盒）+钙D60片（1瓶）电商内托,产品,其他,,个,1,1
E.A.06.01.EA060101AG-05,0,汤臣倍健健力多氨糖软骨素钙片（50片）换购装标签,产品,其他,1.02g/片×50片/瓶x1瓶/盒,张,1,
E.A.06.01.EA060101M-08,0,汤臣倍健健力多氨糖软骨素钙片小包装（40片，本品不单独销售）标签,产品,其他,,张,1,
E.A.06.01.EA060102CB-02,0,汤臣倍健健力多氨糖软骨素钙片120片-标签,产品,其他,190mmx70mm,张,1,
D.A.05.DA05030-03,0,汤臣倍健健力多氨糖软骨素钙片关爱超值装（180片+50片）彩盒,产品,其他,待定,个,1,
D.A.05.DA05359-02,0,汤臣倍健健力多氨糖软骨素钙片120片-彩盒,产品,其他,80mmx67mmx139mm,个,1,
D.A.03.DA03444-09,0,汤臣倍健健力多氨糖软骨素钙片180片-彩盒,产品,其他,,个,1,
D.A.03.DA03443-09,0,汤臣倍健健力多氨糖软骨素钙片100片彩盒,产品,其他,,个,1,
E.A.06.01.EA060101AB-06,0,汤臣倍健健力多氨糖软骨素钙片第三终端升级版（60片）-标签,产品,其他,1.02g/片×60片/瓶,张,1,
D.A.03.DA03674-06,0,汤臣倍健健力多70天关爱升级装彩盒,产品,其他,1.02g/片×100片/瓶×2瓶+1.02g/片×40片/瓶×2瓶）/盒 ,个,1,
E.A.06.01.EA060102P-07,0,汤臣倍健健力多氨糖软骨素钙片180片-标签,产品,其他,,张,1,
E.A.06.01.EA060102N-08,0,汤臣倍健健力多氨糖软骨素钙片100片-标签,产品,其他,,张,1,
D.A.03.DA03671-07,0,汤臣倍健健力多氨糖软骨素钙片第三终端升级版（60片）彩盒,产品,其他, 1.02g/片×60片/瓶     ,个,1,
E.A.06.01.EA060101V-07,0,汤臣倍健健力多氨糖软骨素钙片（100片-本品不单独销售）标签,产品,其他,102g（1.02g/片*100片）/瓶,张,1,
D.B.02.DB02358-05,0.000392,汤臣倍健健力多70天关爱升级装礼袋,产品,其他,-,个,128,24
D.B.03.DB03221-01,0,倍儿健试用装系列新品通用纸箱1,产品,其他,,个,1,
D.A.01.DA01488-01,0,Yep植物营养蛋白粉固体饮料400g-铁罐,产品,其他,,个,1,
A.A.058.AA0580002,0,Yep植物营养蛋白粉固体饮料400g/罐,产品,粉剂,400g/罐,罐,1,
D.B.03.DB03220-01,0,倍儿健纸筒包装系列新品通用纸箱2,产品,其他,,个,1,
D.A.05.DA05677-01,0,倍儿健乳铁蛋白调制乳粉 (4.5g/袋）纸筒盖,产品,其他,,个,1,
D.A.05.DA05676-01,0,倍儿健蓝莓叶黄素酯饮（混合莓果味）（15袋）纸筒盖,产品,其他,,个,1,
D.A.05.DA05678-01,0,倍儿健益生菌固体饮料（草莓味）（20袋）纸筒盖,产品,其他,,个,1,
F.A.39.FA39442,0,维满C熊猫礼盒拉菲草（紫色）,产品,其他,,包,1,1
F.A.39.FA39443,0,钙达2024年新春限定礼盒拉菲草-原木色,产品,其他,,包,1,1
F.A.39.FA39462,0,客情礼盒指引卡,产品,其他,,个,1,1
A.A.06.01.AA060102CK,0.003336,健力多氨糖软骨素钙片电商专供装（280片）,产品,片剂,（1.02g/片*140片/瓶*2瓶）/盒,盒,7,48
F.A.39.FA39461,0.005676,lifespace定制小蓝条抱枕,产品,其他,,个,20,8
D.A.05.DA05679-01,0,健力多氨糖软骨素钙片电商专供装（280片）-彩盒,产品,其他,285.6g(1.02g/片*100片/瓶*2瓶+1.02g/片*40片/瓶*2瓶）/盒,个,1,
F.A.39.FA39451,0,汤臣倍健钙DK-24年年货节暖风机,产品,其他,,个,1,1
F.A.39.FA39452,0,汤臣倍健钙维生素D维生素K片（200片*3）京东专供礼盒,产品,其他,盒,盒,1,1
D.B.02.DB02781-01,0,40mm白色透明封口签,产品,其他,,张,1,
F.A.39.FA39450,0,汤臣倍健钙DK-24年年货节红包,产品,其他,17cm*9cm,套,1,1
F.A.39.FA39453,0,汤臣倍健胶原蛋白软骨素钙片（90片*4）京东专供礼盒,产品,其他,盒,个,1,1
D.B.03.DB03219-01,0,汤臣倍健渠道专供通用纸箱A,产品,其他,,个,1,
F.A.39.FA39460,0,汤臣倍健复合蛋白粉固体饮料-外盒贴纸,产品,其他,,张,1,1
D.B.03.DB03218-01,0,天然博士（92×63×115mm盒装）通用纸箱,产品,其他,,个,1,
A.A.13.01.AA130122J,0,天然博士益生菌固体饮料（电商专供）（40袋）盒装,产品,粉剂,1g/袋×40袋/盒,盒,1,
D.A.05.DA05674-01,0,天然博士益生菌固体饮料（电商专供）（40袋）盒装-彩盒,产品,其他,,个,1,
E.A.01.01.EA010165H-01,0,汤臣倍健银色多维多种维生素矿物质片升级版（60片/本品不单独销售）标签,产品,其他,,张,1,
A.A.01.01.AA010165G,0.000706,汤臣倍健银色多维多种维生素矿物质片彩盒装升级版（60片）,产品,片剂,1.5g/片×60片/瓶×1瓶/盒,盒,36,54
D.A.05.DA05664-01,0,汤臣倍健维生素C片（甜橙味）优惠装升级版（100片×2）彩盒,产品,其他,,个,1,
E.A.01.01.EA010188B-01,0,汤臣倍健维生素C维生素E咀嚼片升级版（60片）标签,产品,其他,,张,1,
E.A.01.01.EA010164Q-01,0,汤臣倍健多维女士多种维生素矿物质片彩盒装升级版（60片）标签,产品,其他,,张,1,
