仓库编码,仓库名称,Eas仓库ID,仓库属性,仓库分类,仓库类型,仓库状态,仓库品质,所属物理仓,库存组织,线上/线下,默认退货仓,近效期调入仓,虚拟逻辑仓,是否BC共仓,转合格入库仓,备注,创建人,创建时间,更新时间,更新人,计费组织,计费组织类型,计费组织名称,计费组织id
6769,股份佰悦南京神行健领在途仓,6769,产成品,逻辑仓,TCBJ-C仓,有效,合格,南京神行健领共享仓,汤臣倍健股份有限公司,线下,否,,开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:37,2025-09-26 15:01:50,,CN05,,广东佰悦网络科技有限公司,1415929557998108022
6768,股份佰悦广州荣庆佰健在途仓,6768,产成品,逻辑仓,TCBJ-C仓,有效,合格,广州荣庆佰健共享仓（物理c仓）,汤臣倍健股份有限公司,线下,否,,开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:37,2025-09-26 15:01:49,,,,,
6767,股份佰悦南京神行佰健在途仓,6767,产成品,逻辑仓,TCBJ-C仓,有效,合格,南京神行佰健共享仓（c仓）,汤臣倍健股份有限公司,线下,否,,开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:37,2025-09-26 15:01:49,,,,,
6766,股份华南顺丰（麦优）索赔仓,6766,产成品,逻辑仓,TCBJ-B仓,有效,claim,华南顺丰仓,汤臣倍健股份有限公司,线下,否,,11,否,,,SAP,2025-09-04 09:01:54,2025-09-18 17:02:46,,CN07,,广州麦优网络科技有限公司,1416674966979743746
6765,股份嘉兴（麦优）索赔仓,6765,产成品,逻辑仓,TCBJ-B仓,有效,claim,嘉兴仓,汤臣倍健股份有限公司,线下,否,,11,否,,,SAP,2025-09-04 09:01:54,2025-09-18 17:02:46,,CN07,,广州麦优网络科技有限公司,1416674966979743746
6764,股份珠海京东（佰悦）索赔仓,6764,产成品,逻辑仓,TCBJ-B仓,有效,claim,珠海京东仓,汤臣倍健股份有限公司,线下,否,,11,否,,,SAP,2025-09-04 09:01:54,2025-09-18 17:02:46,,CN05,,广东佰悦网络科技有限公司,1416674966979743744
6763,股份华南顺丰（佰悦）索赔仓,6763,产成品,逻辑仓,TCBJ-B仓,有效,claim,华南顺丰仓,汤臣倍健股份有限公司,线下,否,,11,否,,,SAP,2025-09-04 09:01:54,2025-09-18 17:02:46,,CN05,,广东佰悦网络科技有限公司,1416674966979743744
6762,股份珠海京东（佰腾）索赔仓,6762,产成品,逻辑仓,TCBJ-B仓,有效,claim,珠海京东仓,汤臣倍健股份有限公司,线下,否,,开启,否,,,SAP,2025-09-04 09:01:54,2025-09-18 17:02:45,,CN06,,广东佰腾药业有限公司,1416674966979743745
6761,股份珠海京东（麦优）索赔仓,6761,产成品,逻辑仓,TCBJ-B仓,有效,claim,珠海京东仓,汤臣倍健股份有限公司,线下,否,,11,否,,,SAP,2025-09-04 09:01:54,2025-09-18 17:02:45,,CN07,,广州麦优网络科技有限公司,1416674966979743746
6760,药业（华南顺丰）索赔仓,6760,产成品,逻辑仓,TCBJ-B仓,有效,claim,华南顺丰仓,汤臣倍健药业有限公司,线下,否,,11,否,,,SAP,2025-09-04 09:01:54,2025-09-18 18:02:43,,CN04,,汤臣倍健药业有限公司,1416674966979743743
6759,药业（珠海京东）索赔仓,6759,产成品,逻辑仓,TCBJ-B仓,有效,claim,珠海京东仓,汤臣倍健药业有限公司,线下,否,,11,否,,,SAP,2025-09-04 09:01:53,2025-09-18 18:02:43,,CN04,,汤臣倍健药业有限公司,1416674966979743743
6758,佰嘉（华南顺丰）索赔仓,6758,产成品,逻辑仓,TCBJ-B仓,有效,claim,华南顺丰仓,广东佰嘉药业有限公司,线下,否,,11,否,,,SAP,2025-09-04 09:01:53,2025-09-18 18:02:43,,CN03,,广东佰嘉药业有限公司,1416674966979743742
6757,佰嘉（珠海京东）索赔仓,6757,产成品,逻辑仓,TCBJ-B仓,有效,claim,珠海京东仓,广东佰嘉药业有限公司,线下,否,,11,否,,,SAP,2025-09-04 09:01:53,2025-09-18 18:02:43,,CN03,,广东佰嘉药业有限公司,1416674966979743742
6756,股份华南顺丰（佰腾）索赔仓,6756,产成品,逻辑仓,TCBJ-B仓,有效,claim,华南顺丰仓,汤臣倍健股份有限公司,线下,否,,11,否,,,SAP,2025-09-04 09:01:53,2025-09-18 17:02:45,,CN06,,广东佰腾药业有限公司,1416674966979743745
6755,股份嘉兴（佰悦）索赔仓,6755,产成品,逻辑仓,TCBJ-B仓,有效,claim,嘉兴仓,汤臣倍健股份有限公司,线下,否,,11,否,,,SAP,2025-09-04 09:01:53,2025-09-18 17:02:45,,CN05,,广东佰悦网络科技有限公司,1416674966979743744
6754,股份珠海京东（食代说）索赔仓,6754,产成品,逻辑仓,TCBJ-B仓,有效,claim,珠海京东仓,汤臣倍健股份有限公司,线下,否,,11,否,,,SAP,2025-09-04 09:01:53,2025-09-18 17:02:45,,CN08,,珠海食代说食品有限公司,1416674966979743747
6753,股份华南顺丰（食代说）索赔仓,6753,产成品,逻辑仓,TCBJ-B仓,有效,claim,华南顺丰仓,汤臣倍健股份有限公司,线下,否,,11,否,,,SAP,2025-09-04 09:01:53,2025-09-18 17:02:44,,CN08,,珠海食代说食品有限公司,1416674966979743747
6752,股份珠海京东（佰嘉）索赔仓,6752,产成品,逻辑仓,TCBJ-B仓,有效,claim,珠海京东仓,汤臣倍健股份有限公司,线下,否,,11,否,,,SAP,2025-09-04 09:01:53,2025-09-18 17:02:44,,CN03,,广东佰嘉药业有限公司,1416674966979743742
6751,股份武汉（佰腾）索赔仓,6751,产成品,逻辑仓,TCBJ-B仓,有效,claim,武汉仓,汤臣倍健股份有限公司,线下,否,,11,否,,,SAP,2025-09-04 09:01:53,2025-09-18 17:02:44,,CN06,,广东佰腾药业有限公司,1416674966979743745
6750,股份嘉兴（佰腾）索赔仓,6750,产成品,逻辑仓,TCBJ-B仓,有效,claim,嘉兴仓,汤臣倍健股份有限公司,线下,否,,11,否,,,SAP,2025-09-04 09:01:53,2025-09-18 17:02:44,,CN06,,广东佰腾药业有限公司,1416674966979743745
6749,股份成都（佰腾）索赔仓,6749,产成品,逻辑仓,TCBJ-B仓,有效,claim,成都仓,汤臣倍健股份有限公司,线下,否,,11,否,,,SAP,2025-09-04 09:01:53,2025-09-18 17:02:44,,CN06,,广东佰腾药业有限公司,1416674966979743745
6748,股份北京（佰腾）索赔仓,6748,产成品,逻辑仓,TCBJ-B仓,有效,claim,北京仓,汤臣倍健股份有限公司,线下,否,,11,否,,,SAP,2025-09-04 09:01:53,2025-09-18 17:02:44,,CN06,,广东佰腾药业有限公司,1416674966979743745
6747,股份珠海（佰腾）索赔仓,6747,产成品,逻辑仓,TCBJ-B仓,有效,claim,珠海仓,汤臣倍健股份有限公司,线下,否,,11,否,,,SAP,2025-09-04 09:01:53,2025-09-18 17:02:33,,CN06,,广东佰腾药业有限公司,1416674966979743745
6746,食代说（华南顺丰）索赔仓,6746,产成品,逻辑仓,TCBJ-B仓,有效,claim,华南顺丰仓,珠海食代说食品有限公司,线下,否,,11,否,,,SAP,2025-09-04 09:01:53,2025-09-18 18:02:43,,CN08,,珠海食代说食品有限公司,1416674966979743747
6745,食代说（珠海京东）索赔仓,6745,产成品,逻辑仓,TCBJ-B仓,有效,claim,珠海京东仓,珠海食代说食品有限公司,线下,否,,11,否,,,SAP,2025-09-04 09:01:53,2025-09-18 18:02:43,,CN08,,珠海食代说食品有限公司,1416674966979743747
6744,佰腾（华南顺丰）索赔仓,6744,产成品,逻辑仓,TCBJ-B仓,有效,claim,华南顺丰仓,广东佰腾药业有限公司,线下,否,,11,否,,,SAP,2025-09-04 09:01:53,2025-09-18 18:02:42,,CN06,,广东佰腾药业有限公司,1416674966979743745
6743,佰腾（珠海京东）索赔仓,6743,产成品,逻辑仓,TCBJ-B仓,有效,claim,珠海京东仓,广东佰腾药业有限公司,线下,否,,11,否,,,SAP,2025-09-04 09:01:53,2025-09-18 18:02:42,,CN06,,广东佰腾药业有限公司,1416674966979743745
6742,佰悦（华南顺丰）索赔仓,6742,产成品,逻辑仓,TCBJ-B仓,有效,claim,华南顺丰仓,广东佰悦网络科技有限公司,线下,否,,11,否,,,SAP,2025-09-04 09:01:53,2025-09-18 18:02:42,,CN05,,广东佰悦网络科技有限公司,1416674966979743744
6741,股份武汉（食代说）索赔仓,6741,产成品,逻辑仓,TCBJ-B仓,有效,claim,武汉仓,汤臣倍健股份有限公司,线下,否,,11,否,,,SAP,2025-09-04 09:01:53,2025-09-18 17:02:27,,CN08,,珠海食代说食品有限公司,1416674966979743747
6740,股份嘉兴（食代说）索赔仓,6740,产成品,逻辑仓,TCBJ-B仓,有效,claim,嘉兴仓,汤臣倍健股份有限公司,线下,否,,11,否,,,SAP,2025-09-04 09:01:53,2025-09-18 17:02:17,,CN08,,珠海食代说食品有限公司,1416674966979743747
6739,股份成都（食代说）索赔仓,6739,产成品,逻辑仓,TCBJ-B仓,有效,claim,成都仓,汤臣倍健股份有限公司,线下,否,,11,否,,,SAP,2025-09-04 09:01:53,2025-09-18 17:02:17,,CN08,,珠海食代说食品有限公司,1416674966979743747
6738,股份北京（食代说）索赔仓,6738,产成品,逻辑仓,TCBJ-B仓,有效,claim,北京仓,汤臣倍健股份有限公司,线下,否,,11,否,,,SAP,2025-09-04 09:01:53,2025-09-18 17:02:14,,CN08,,珠海食代说食品有限公司,1416674966979743747
6737,股份珠海（食代说）索赔仓,6737,产成品,逻辑仓,TCBJ-B仓,有效,claim,珠海仓,汤臣倍健股份有限公司,线下,否,,11,否,,,SAP,2025-09-04 09:01:53,2025-09-18 17:02:10,,CN08,,珠海食代说食品有限公司,1416674966979743747
6736,股份华南顺丰（佰嘉）索赔仓,6736,产成品,逻辑仓,TCBJ-B仓,有效,claim,华南顺丰仓,汤臣倍健股份有限公司,线下,否,,11,否,,,SAP,2025-09-04 09:01:53,2025-09-18 17:02:10,,CN03,,广东佰嘉药业有限公司,1416674966979743742
6735,股份珠海京东（药业）索赔仓,6735,产成品,逻辑仓,TCBJ-B仓,有效,claim,珠海京东仓,汤臣倍健股份有限公司,线下,否,,11,否,,,SAP,2025-09-04 09:01:52,2025-09-18 17:02:09,,CN04,,汤臣倍健药业有限公司,1416674966979743743
6734,股份华南顺丰（药业）索赔仓,6734,产成品,逻辑仓,TCBJ-B仓,有效,claim,华南顺丰仓,汤臣倍健股份有限公司,线下,否,,11,否,,,SAP,2025-09-04 09:01:52,2025-09-18 17:02:09,,CN04,,汤臣倍健药业有限公司,1416674966979743743
6733,股份（珠海京东）索赔仓,6733,产成品,逻辑仓,TCBJ-B仓,有效,claim,珠海京东仓,汤臣倍健股份有限公司,线下,否,,11,否,,,SAP,2025-09-04 09:01:52,2025-09-12 17:24:49,xiaoyuan_001,CN01,,汤臣倍健股份有限公司,1416674966979743740
6732,股份（华南顺丰）索赔仓,6732,产成品,逻辑仓,TCBJ-B仓,有效,claim,华南顺丰仓,汤臣倍健股份有限公司,线下,否,,11,否,,,SAP,2025-09-04 09:01:52,2025-09-12 17:25:01,xiaoyuan_001,CN01,,汤臣倍健股份有限公司,1416674966979743740
6731,股份武汉（药业）索赔仓,6731,产成品,逻辑仓,TCBJ-B仓,有效,claim,武汉仓,汤臣倍健股份有限公司,线下,否,,11,否,,,SAP,2025-09-04 09:01:52,2025-09-18 17:02:09,,CN04,,汤臣倍健药业有限公司,1416674966979743743
6730,股份嘉兴（药业）索赔仓,6730,产成品,逻辑仓,TCBJ-B仓,有效,claim,嘉兴仓,汤臣倍健股份有限公司,线下,否,,11,否,,,SAP,2025-09-04 09:01:52,2025-09-18 17:02:05,,CN04,,汤臣倍健药业有限公司,1416674966979743743
6729,股份成都（药业）索赔仓,6729,产成品,逻辑仓,TCBJ-B仓,有效,claim,成都仓,汤臣倍健股份有限公司,线下,否,,11,否,,,SAP,2025-09-04 09:01:52,2025-09-18 17:02:05,,CN04,,汤臣倍健药业有限公司,1416674966979743743
6728,股份北京（药业）索赔仓,6728,产成品,逻辑仓,TCBJ-B仓,有效,claim,北京仓,汤臣倍健股份有限公司,线下,否,,11,否,,,SAP,2025-09-04 09:01:52,2025-09-18 17:02:05,,CN04,,汤臣倍健药业有限公司,1416674966979743743
6727,股份珠海（药业）索赔仓,6727,产成品,逻辑仓,TCBJ-B仓,有效,claim,珠海仓,汤臣倍健股份有限公司,线下,否,,11,否,,,SAP,2025-09-04 09:01:52,2025-09-18 17:02:05,,CN04,,汤臣倍健药业有限公司,1416674966979743743
6726,食代说（武汉）索赔仓,6726,产成品,逻辑仓,TCBJ-B仓,有效,claim,武汉仓,珠海食代说食品有限公司,线下,否,,开启,否,,,SAP,2025-08-29 13:30:36,2025-08-30 11:16:47,SAP,CN08,,珠海食代说食品有限公司,1416674966979743747
6725,食代说（成都）索赔仓,6725,产成品,逻辑仓,TCBJ-B仓,有效,claim,成都仓,珠海食代说食品有限公司,线下,否,,开启,否,,,SAP,2025-08-29 13:30:36,2025-08-30 11:16:47,SAP,CN08,,珠海食代说食品有限公司,1416674966979743747
6724,食代说（嘉兴）索赔仓,6724,产成品,逻辑仓,TCBJ-B仓,有效,claim,嘉兴仓,珠海食代说食品有限公司,线下,否,,11,否,,,SAP,2025-08-29 13:30:36,2025-09-12 17:23:43,suxp,CN08,,珠海食代说食品有限公司,1416674966979743747
6723,食代说（北京）索赔仓,6723,产成品,逻辑仓,TCBJ-B仓,有效,claim,北京仓,珠海食代说食品有限公司,线下,否,,开启,否,,,SAP,2025-08-29 13:30:36,2025-08-30 11:16:47,SAP,CN08,,珠海食代说食品有限公司,1416674966979743747
6722,食代说（珠海）索赔仓,6722,产成品,逻辑仓,TCBJ-B仓,有效,claim,珠海仓,珠海食代说食品有限公司,线下,否,,开启,否,,,SAP,2025-08-29 13:30:36,2025-09-12 15:59:35,suxp,CN08,,珠海食代说食品有限公司,1416674966979743747
6721,食代说产成品（嘉兴）合格在途仓,6721,产成品,在途仓,TCBJ-B仓,有效,合格,嘉兴仓,珠海食代说食品有限公司,线下,否,,不开启,否,,0830,SAP,2025-08-29 13:30:36,2025-08-30 16:18:08,xiaoyuan0830,CN08,,珠海食代说食品有限公司,1416674966979743747
6720,食代说产成品（嘉兴）合格仓,6720,产成品,逻辑仓,TCBJ-B仓,有效,合格,嘉兴仓,珠海食代说食品有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:36,2025-08-30 15:34:39,xiaoyuan-0830,CN08,,珠海食代说食品有限公司,1416674966979743747
6719,食代说产成品（嘉兴）待处理仓,6719,产成品,逻辑仓,TCBJ-B仓,有效,待处理,嘉兴仓,珠海食代说食品有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:36,2025-08-30 15:34:39,xiaoyuan-0830,CN08,,珠海食代说食品有限公司,1416674966979743747
6718,食代说产成品（嘉兴）不合格仓,6718,产成品,逻辑仓,TCBJ-B仓,有效,不合格,嘉兴仓,珠海食代说食品有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:36,2025-08-30 18:12:13,yinxi,CN08,,珠海食代说食品有限公司,1416674966979743747
6717,食代说产成品（北京）不合格仓,6717,产成品,逻辑仓,TCBJ-B仓,有效,不合格,北京仓,珠海食代说食品有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:36,2025-08-30 15:34:39,xiaoyuan-0830,CN08,,珠海食代说食品有限公司,1416674966979743747
6716,食代说产成品（北京）待处理仓,6716,产成品,逻辑仓,TCBJ-B仓,有效,待处理,北京仓,珠海食代说食品有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:36,2025-08-30 15:34:39,xiaoyuan-0830,CN08,,珠海食代说食品有限公司,1416674966979743747
6715,食代说产成品（北京）合格仓,6715,产成品,逻辑仓,TCBJ-B仓,有效,合格,北京仓,珠海食代说食品有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:36,2025-08-30 15:34:39,xiaoyuan-0830,CN08,,珠海食代说食品有限公司,1416674966979743747
6714,食代说产成品（北京）合格在途仓,6714,产成品,在途仓,TCBJ-B仓,有效,合格,北京仓,珠海食代说食品有限公司,线下,否,,不开启,否,,0830,SAP,2025-08-29 13:30:36,2025-08-30 16:18:08,xiaoyuan0830,CN08,,珠海食代说食品有限公司,1416674966979743747
6713,食代说产成品（成都）不合格仓,6713,产成品,逻辑仓,TCBJ-B仓,有效,不合格,成都仓,珠海食代说食品有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:36,2025-08-30 15:34:39,xiaoyuan-0830,CN08,,珠海食代说食品有限公司,1416674966979743747
6712,食代说产成品（成都）待处理仓,6712,产成品,逻辑仓,TCBJ-B仓,有效,待处理,成都仓,珠海食代说食品有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:36,2025-08-30 15:34:39,xiaoyuan-0830,CN08,,珠海食代说食品有限公司,1416674966979743747
6711,食代说产成品（成都）合格仓,6711,产成品,逻辑仓,TCBJ-B仓,有效,合格,成都仓,珠海食代说食品有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:36,2025-08-30 15:34:39,xiaoyuan-0830,CN08,,珠海食代说食品有限公司,1416674966979743747
6710,食代说产成品（成都）合格在途仓,6710,产成品,在途仓,TCBJ-B仓,有效,合格,成都仓,珠海食代说食品有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:36,2025-08-30 15:34:39,xiaoyuan-0830,CN08,,珠海食代说食品有限公司,1416674966979743747
6709,食代说产成品（武汉）不合格仓,6709,产成品,逻辑仓,TCBJ-B仓,有效,不合格,武汉仓,珠海食代说食品有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:36,2025-08-30 15:34:39,xiaoyuan-0830,CN08,,珠海食代说食品有限公司,1416674966979743747
6708,食代说产成品（武汉）待处理仓,6708,产成品,逻辑仓,TCBJ-B仓,有效,待处理,武汉仓,珠海食代说食品有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:36,2025-08-30 15:34:39,xiaoyuan-0830,CN08,,珠海食代说食品有限公司,1416674966979743747
6707,食代说产成品（武汉）合格仓,6707,产成品,逻辑仓,TCBJ-B仓,有效,合格,武汉仓,珠海食代说食品有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:36,2025-08-30 15:34:39,xiaoyuan-0830,CN08,,珠海食代说食品有限公司,1416674966979743747
6706,食代说产成品（武汉）合格在途仓,6706,产成品,在途仓,TCBJ-B仓,有效,合格,武汉仓,珠海食代说食品有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:36,2025-08-30 15:34:39,xiaoyuan-0830,CN08,,珠海食代说食品有限公司,1416674966979743747
6704,食代说产成品（珠海）合格在途仓,6704,产成品,在途仓,TCBJ-B仓,有效,合格,珠海仓,珠海食代说食品有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:35,2025-09-02 14:46:54,suxp,CN08,,珠海食代说食品有限公司,1416674966979743747
6703,食代说珠海不合格仓,6703,产成品,逻辑仓,TCBJ-B仓,有效,不合格,珠海仓,珠海食代说食品有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:35,2025-09-16 19:21:57,duqq,CN08,,珠海食代说食品有限公司,1416674966979743747
6702,食代说珠海待处理仓,6702,产成品,逻辑仓,TCBJ-B仓,有效,待处理,珠海仓,珠海食代说食品有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:35,2025-08-30 15:34:39,xiaoyuan-0830,CN08,,珠海食代说食品有限公司,1416674966979743747
6701,食代说珠海退货仓,6701,产成品,逻辑仓,TCBJ-B仓,有效,退货仓,珠海仓,珠海食代说食品有限公司,线下,是,,开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:35,2025-09-04 09:01:47,,CN08,,珠海食代说食品有限公司,1416674966979743747
6700,珠海食代说成品合格仓,6700,产成品,逻辑仓,TCBJ-B仓,有效,合格,珠海仓,珠海食代说食品有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:35,2025-08-30 15:34:39,xiaoyuan-0830,CN08,,珠海食代说食品有限公司,1416674966979743747
6601,佰傲（珠海）不合格仓,6601,产成品,逻辑仓,TCBJ-B仓,有效,不合格,珠海仓,佰傲药业（珠海）有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:23,2025-08-30 15:34:36,xiaoyuan-0830,CN02,,佰傲药业（珠海）有限公司,1416674966979743741
6600,佰傲产成品（珠海）合格仓,6600,产成品,逻辑仓,TCBJ-B仓,有效,合格,珠海仓,佰傲药业（珠海）有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:23,2025-08-30 15:34:36,xiaoyuan-0830,CN02,,佰傲药业（珠海）有限公司,1416674966979743741
6564,佰腾（武汉）索赔仓,6564,产成品,逻辑仓,TCBJ-B仓,有效,claim,武汉仓,广东佰腾药业有限公司,线下,否,,开启,否,,,SAP,2025-08-29 13:30:33,2025-09-12 13:02:45,,CN06,,广东佰腾药业有限公司,1416674966979743745
6563,佰腾（成都）索赔仓,6563,产成品,逻辑仓,TCBJ-B仓,有效,claim,成都仓,广东佰腾药业有限公司,线下,否,,开启,否,,,SAP,2025-08-29 13:30:33,2025-09-12 13:02:44,,CN06,,广东佰腾药业有限公司,1416674966979743745
6562,佰腾（嘉兴）索赔仓,6562,产成品,逻辑仓,TCBJ-B仓,有效,claim,嘉兴仓,广东佰腾药业有限公司,线下,否,,开启,否,,,SAP,2025-08-29 13:30:33,2025-09-12 13:02:44,,CN06,,广东佰腾药业有限公司,1416674966979743745
6561,佰腾（北京）索赔仓,6561,产成品,逻辑仓,TCBJ-B仓,有效,claim,北京仓,广东佰腾药业有限公司,线下,否,,开启,否,,,SAP,2025-08-29 13:30:33,2025-09-12 13:02:44,,CN06,,广东佰腾药业有限公司,1416674966979743745
6532,佰腾电商产成品（嘉兴）合格在途仓,6532,产成品,在途仓,TCBJ-B仓,有效,合格,嘉兴仓,广东佰腾药业有限公司,线下,否,,不开启,否,,0830,SAP,2025-08-29 13:30:32,2025-08-30 16:18:08,xiaoyuan0830,CN06,,广东佰腾药业有限公司,1416674966979743745
6531,佰腾电商产成品（嘉兴）合格仓,6531,产成品,逻辑仓,TCBJ-B仓,有效,合格,嘉兴仓,广东佰腾药业有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:32,2025-08-30 15:34:37,xiaoyuan-0830,CN06,,广东佰腾药业有限公司,1416674966979743745
6530,佰腾电商产成品（嘉兴）待处理仓,6530,产成品,逻辑仓,TCBJ-B仓,有效,待处理,嘉兴仓,广东佰腾药业有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:32,2025-08-30 15:34:37,xiaoyuan-0830,CN06,,广东佰腾药业有限公司,1416674966979743745
6529,佰腾电商产成品（嘉兴）不合格仓,6529,产成品,逻辑仓,TCBJ-B仓,有效,不合格,嘉兴仓,广东佰腾药业有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:32,2025-08-30 15:34:37,xiaoyuan-0830,CN06,,广东佰腾药业有限公司,1416674966979743745
6528,佰腾电商产成品（北京）不合格仓,6528,产成品,逻辑仓,TCBJ-B仓,有效,不合格,北京仓,广东佰腾药业有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:31,2025-08-30 15:34:37,xiaoyuan-0830,CN06,,广东佰腾药业有限公司,1416674966979743745
6527,佰腾电商产成品（北京）待处理仓,6527,产成品,逻辑仓,TCBJ-B仓,有效,待处理,北京仓,广东佰腾药业有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:31,2025-08-30 15:34:37,xiaoyuan-0830,CN06,,广东佰腾药业有限公司,1416674966979743745
6526,佰腾电商产成品（北京）合格仓,6526,产成品,逻辑仓,TCBJ-B仓,有效,合格,北京仓,广东佰腾药业有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:31,2025-08-30 15:34:37,xiaoyuan-0830,CN06,,广东佰腾药业有限公司,1416674966979743745
6525,佰腾电商产成品（北京）在途仓,6525,产成品,在途仓,TCBJ-B仓,有效,合格,北京仓,广东佰腾药业有限公司,线下,否,,不开启,否,,0830,SAP,2025-08-29 13:30:31,2025-09-04 09:01:45,,CN06,,广东佰腾药业有限公司,1416674966979743745
6524,佰腾电商产成品（成都）不合格仓,6524,产成品,逻辑仓,TCBJ-B仓,有效,不合格,成都仓,广东佰腾药业有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:31,2025-08-30 15:34:37,xiaoyuan-0830,CN06,,广东佰腾药业有限公司,1416674966979743745
6523,佰腾电商产成品（成都）待处理仓,6523,产成品,逻辑仓,TCBJ-B仓,有效,待处理,成都仓,广东佰腾药业有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:31,2025-08-30 15:34:37,xiaoyuan-0830,CN06,,广东佰腾药业有限公司,1416674966979743745
6521,佰腾电商产成品（华南）不合格仓,6521,产成品,逻辑仓,TCBJ-B仓,有效,不合格,华南仓,广东佰腾药业有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:31,2025-08-30 15:34:37,xiaoyuan-0830,CN06,,广东佰腾药业有限公司,1416674966979743745
6518,佰腾电商成品（华南顺丰）不合格仓,6518,产成品,逻辑仓,TCBJ-B仓,有效,不合格,华南顺丰仓,广东佰腾药业有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:31,2025-09-04 09:01:45,,CN06,,广东佰腾药业有限公司,1416674966979743745
6517,佰腾（珠海）索赔仓,6517,产成品,逻辑仓,TCBJ-B仓,有效,claim,珠海仓,广东佰腾药业有限公司,线下,否,,开启,否,,,SAP,2025-08-29 13:30:31,2025-09-12 13:02:44,,CN06,,广东佰腾药业有限公司,1416674966979743745
6516,佰腾电商成品（华南顺丰）待处理仓,6516,产成品,逻辑仓,TCBJ-B仓,有效,待处理,华南顺丰仓,广东佰腾药业有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:31,2025-09-04 09:01:45,,CN06,,广东佰腾药业有限公司,1416674966979743745
6514,佰腾电商产成品（华南顺丰）合格仓,6514,产成品,逻辑仓,TCBJ-B仓,有效,合格,华南顺丰仓,广东佰腾药业有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:31,2025-08-30 15:34:37,xiaoyuan-0830,CN06,,广东佰腾药业有限公司,1416674966979743745
6513,佰腾电商成品(华南顺丰)合格在途,6513,产成品,在途仓,TCBJ-B仓,有效,合格,华南顺丰仓,广东佰腾药业有限公司,线下,否,,不开启,否,,0830,SAP,2025-08-29 13:30:31,2025-09-04 09:01:45,,CN06,,广东佰腾药业有限公司,1416674966979743745
6512,佰腾电商产成品（武汉）不合格仓,6512,产成品,逻辑仓,TCBJ-B仓,有效,不合格,武汉仓,广东佰腾药业有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:31,2025-08-30 18:12:24,yinxi,CN06,,广东佰腾药业有限公司,1416674966979743745
6511,佰腾电商产成品（武汉）待处理仓,6511,产成品,逻辑仓,TCBJ-B仓,有效,待处理,武汉仓,广东佰腾药业有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:31,2025-08-30 15:34:37,xiaoyuan-0830,CN06,,广东佰腾药业有限公司,1416674966979743745
